lieu,type_lieu,parent_lieu,parent_slug,marque,date_information,prix_paquet_eur,prix_paquet_local,devise_locale_code,devise_locale_nom,prix_moyen_eur_courant,prix_min_eur_courant,prix_max_eur_courant,prix_moyen_local_courant,prix_min_local_courant,prix_max_local_courant,date_derniere_mise_a_jour,annee_page,source_url,source_page_url,source_type
Languedoc-Roussillon (côte méditerranéenne),pays_ou_region,,,Marlboro,2015-07-01,12.33,,,,12.33,11,17,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/languedoc-roussillon/,https://www.combien-coute.net/cigarette/languedoc-roussillon/,detail
Laos,pays_ou_region,,,Marlboro,2026-05-01,1.7,43598,₭ (LAK),kip,1.7,1.55,1.94,43598,39751,49753,2026-05-01,2026,https://www.combien-coute.net/cigarette/laos/,https://www.combien-coute.net/cigarette/laos/,detail
Laponie,pays_ou_region,,,Marlboro,2026-04-23,14.14,,,,14.14,13.4,15.33,,,,2026-04-23,2026,https://www.combien-coute.net/cigarette/laponie/,https://www.combien-coute.net/cigarette/laponie/,detail
Lesotho,pays_ou_region,,,Marlboro,2026-04-30,4.33,84,LSL,Loti,4.33,,,84,,,2026-04-30,2026,https://www.combien-coute.net/cigarette/lesotho/,https://www.combien-coute.net/cigarette/lesotho/,detail
Lettonie,pays_ou_region,,,Marlboro,2026-04-27,5,,,,5,4.5,6,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/lettonie/,https://www.combien-coute.net/cigarette/lettonie/,detail
Liban,pays_ou_region,,,Marlboro,2026-04-26,2.47,258868,£ (LBP),Livre libanaise,2.47,1.71,3.41,258868,179217,357385,2026-04-26,2026,https://www.combien-coute.net/cigarette/liban/,https://www.combien-coute.net/cigarette/liban/,detail
Libye,pays_ou_region,,,Marlboro,2026-04-26,1.62,12,LYD,Dinar libyen,1.62,1.35,2.02,12,10,15,2026-04-26,2026,https://www.combien-coute.net/cigarette/libye/,https://www.combien-coute.net/cigarette/libye/,detail
Limousin,pays_ou_region,,,Marlboro,2015-07-01,12.5,,,,12.5,12,13,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/limousin/,https://www.combien-coute.net/cigarette/limousin/,detail
Lituanie,pays_ou_region,,,Marlboro,2026-04-28,5.2,,,,5.2,5,6,,,,2026-04-28,2026,https://www.combien-coute.net/cigarette/lituanie/,https://www.combien-coute.net/cigarette/lituanie/,detail
Lorraine,pays_ou_region,,,Marlboro,2015-07-01,11.69,,,,11.69,9,16,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/lorraine/,https://www.combien-coute.net/cigarette/lorraine/,detail
Louisiane,pays_ou_region,,,Marlboro,2026-04-24,7.7,9,$ (USD),dollar américain,7.7,7.27,8.9,9,9,10,2026-04-24,2026,https://www.combien-coute.net/cigarette/louisiane/,https://www.combien-coute.net/cigarette/louisiane/,detail
Luxembourg,pays_ou_region,,,Marlboro,2026-04-27,6.5,,,,6.5,6,9,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/luxembourg/,https://www.combien-coute.net/cigarette/luxembourg/,detail
"Lyonnais (Rhône, Loire, Ain)",pays_ou_region,,,Marlboro,2026,12,,,,12,11,13.7,,,,,2026,https://www.combien-coute.net/cigarette/lyonnais/,https://www.combien-coute.net/cigarette/lyonnais/,detail
Macédoine du Nord,pays_ou_region,,,Marlboro,2026-04-27,2.92,180,MKD,Denar,2.92,2.56,3.25,180,158,200,2026-04-27,2026,https://www.combien-coute.net/cigarette/macedoine/,https://www.combien-coute.net/cigarette/macedoine/,detail
Madagascar,pays_ou_region,,,Marlboro,2026-04-27,1.63,7927,MGA,Ariary (depuis 2004),1.63,1.34,3.09,7927,6517,15027,2026-04-27,2026,https://www.combien-coute.net/cigarette/madagascar/,https://www.combien-coute.net/cigarette/madagascar/,detail
Madère,pays_ou_region,,,Marlboro,2026-05-01,5,,,,5,4.95,5.1,,,,2026-05-01,2026,https://www.combien-coute.net/cigarette/madere/,https://www.combien-coute.net/cigarette/madere/,detail
Malaisie,pays_ou_region,,,Marlboro,2026-04-26,3.87,18,MYR,Ringgit,3.87,3.74,4.63,18,17,22,2026-04-26,2026,https://www.combien-coute.net/cigarette/malaisie/,https://www.combien-coute.net/cigarette/malaisie/,detail
Malawi,pays_ou_region,,,Marlboro,2026-04-30,2.03,4135,MWK,Kwacha du Malawi,2.03,0.63,2.08,4135,1283,4237,2026-04-30,2026,https://www.combien-coute.net/cigarette/malawi/,https://www.combien-coute.net/cigarette/malawi/,detail
Maldives,pays_ou_region,,,Marlboro,2026-04-30,12.75,230,MVR,Rufiyaa,12.75,6.93,13.71,230,125,247,2026-04-30,2026,https://www.combien-coute.net/cigarette/maldives/,https://www.combien-coute.net/cigarette/maldives/,detail
Mali,pays_ou_region,,,Marlboro,2026-04-29,0.83,543,F CFA (XOF),Franc CFA-BCEAO,0.83,0.8,0.85,543,523,556,2026-04-29,2026,https://www.combien-coute.net/cigarette/mali/,https://www.combien-coute.net/cigarette/mali/,detail
Malte,pays_ou_region,,,Marlboro,2026-04-27,6,,,,6,5.5,6.95,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/malte/,https://www.combien-coute.net/cigarette/malte/,detail
Maroc,pays_ou_region,,,Marlboro,2026-04-22,3.68,40,MAD,Dirham marocain,3.68,3.22,4.15,40,35,45,2026-04-22,2026,https://www.combien-coute.net/cigarette/maroc/,https://www.combien-coute.net/cigarette/maroc/,detail
Martinique,pays_ou_region,,,Marlboro,2026-04-23,10.6,,,,10.6,10.2,11,,,,2026-04-23,2026,https://www.combien-coute.net/cigarette/martinique/,https://www.combien-coute.net/cigarette/martinique/,detail
Mauritanie,pays_ou_region,,,Marlboro,2026-04-27,2.14,100,MRU,Ouguiya,2.14,2.14,2.16,100,100,101,2026-04-27,2026,https://www.combien-coute.net/cigarette/mauritanie/,https://www.combien-coute.net/cigarette/mauritanie/,detail
Mexique,pays_ou_region,,,Marlboro,2026-04-28,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.68,4.91,80,75,100,2026-04-28,2026,https://www.combien-coute.net/cigarette/mexique/,https://www.combien-coute.net/cigarette/mexique/,detail
Micronésie,pays_ou_region,,,Marlboro,2026-04-30,11.56,14,$ (USD),Dollar des Etats-Unis,11.56,7.71,15.42,14,9,18,2026-04-30,2026,https://www.combien-coute.net/cigarette/micronesie/,https://www.combien-coute.net/cigarette/micronesie/,detail
Midi-Toulousain,pays_ou_region,,,Marlboro,2026,12.12,,,,12.12,11,14,,,,,2026,https://www.combien-coute.net/cigarette/midi-toulousain/,https://www.combien-coute.net/cigarette/midi-toulousain/,detail
Moldavie,pays_ou_region,,,Marlboro,2026-04-30,2.98,60,MDL,Leu,2.98,2.69,3.73,60,54,75,2026-04-30,2026,https://www.combien-coute.net/cigarette/moldavie/,https://www.combien-coute.net/cigarette/moldavie/,detail
Mongolie,pays_ou_region,,,Marlboro,2026-04-25,1.53,6395,₮ (MNT),Tugrik,1.53,1.31,1.67,6395,5476,6980,2026-04-25,2026,https://www.combien-coute.net/cigarette/mongolie/,https://www.combien-coute.net/cigarette/mongolie/,detail
Monténégro,pays_ou_region,,,Marlboro,2026-04-27,3.6,,,,3.6,3.3,4,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/montenegro/,https://www.combien-coute.net/cigarette/montenegro/,detail
Mozambique,pays_ou_region,,,Marlboro,2026-04-24,2.21,165,MZN,Metical,2.21,1.07,2.68,165,80,201,2026-04-24,2026,https://www.combien-coute.net/cigarette/mozambique/,https://www.combien-coute.net/cigarette/mozambique/,detail
Namibie,pays_ou_region,,,Marlboro,2026-04-23,2.78,54,$ (NAD),Dollar namibien,2.78,2.18,3.58,54,42,69,2026-04-23,2026,https://www.combien-coute.net/cigarette/namibie/,https://www.combien-coute.net/cigarette/namibie/,detail
Nicaragua,pays_ou_region,,,Marlboro,2026-04-25,2.71,116,NIO,Cordoba,2.71,2.33,3.06,116,100,131,2026-04-25,2026,https://www.combien-coute.net/cigarette/nicaragua/,https://www.combien-coute.net/cigarette/nicaragua/,detail
Niger,pays_ou_region,,,Marlboro,2026-04-28,2.29,1503,F CFA (XOF),Franc CFA-BCEAO,2.29,,,1503,,,2026-04-28,2026,https://www.combien-coute.net/cigarette/niger/,https://www.combien-coute.net/cigarette/niger/,detail
Nord de la France,pays_ou_region,,,Marlboro,2015-07-01,12.5,,,,12.5,11,18,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/nord-pas-de-calais/,https://www.combien-coute.net/cigarette/nord-pas-de-calais/,detail
Normandie,pays_ou_region,,,Marlboro,2015-07-01,11.18,,,,11.18,9.5,13,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/normandie/,https://www.combien-coute.net/cigarette/normandie/,detail
Norvège,pays_ou_region,,,Marlboro,2026-04-28,15.26,166,NOK,Couronne norvégienne,15.26,13.68,17.35,166,149,189,2026-04-28,2026,https://www.combien-coute.net/cigarette/norvege/,https://www.combien-coute.net/cigarette/norvege/,detail
Nouvelle-Calédonie,pays_ou_region,,,Marlboro,2026-04-23,16.93,2020,F CFP (XPF),franc pacifique,16.93,15.08,19.69,2020,1799,2349,2026-04-23,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/,detail
Nouvelle-Zélande,pays_ou_region,,,Marlboro,2026-04-24,20.99,42,$ (NZD),dollar néo-zélandais,20.99,17.79,25.05,42,35,50,2026-04-24,2026,https://www.combien-coute.net/cigarette/nouvelle-zelande/,https://www.combien-coute.net/cigarette/nouvelle-zelande/,detail
Népal,pays_ou_region,,,Marlboro,2026-04-23,2.28,401,NPR,Roupie népalaise,2.28,1.83,2.85,401,322,501,2026-04-23,2026,https://www.combien-coute.net/cigarette/nepal/,https://www.combien-coute.net/cigarette/nepal/,detail
Oman,pays_ou_region,,,Marlboro,2026-04-23,5.33,2,OMR,Rial omani,5.33,4.89,6.66,2,2,3,2026-04-23,2026,https://www.combien-coute.net/cigarette/oman/,https://www.combien-coute.net/cigarette/oman/,detail
Ouganda,pays_ou_region,,,Marlboro,2026-04-30,2.41,10487,UGX,Shilling ougandais,2.41,2.3,4.6,10487,10008,20017,2026-04-30,2026,https://www.combien-coute.net/cigarette/ouganda/,https://www.combien-coute.net/cigarette/ouganda/,detail
Ouzbékistan,pays_ou_region,,,Marlboro,2026-04-23,1.77,25113,UZS,Sum,1.77,1.42,2.83,25113,20148,40153,2026-04-23,2026,https://www.combien-coute.net/cigarette/ouzbekistan/,https://www.combien-coute.net/cigarette/ouzbekistan/,detail
Pakistan,pays_ou_region,,,Marlboro,2026-04-27,1.84,25873,UZS,Sum,1.84,1.29,2.45,25873,18139,34450,2026-04-27,2026,https://www.combien-coute.net/cigarette/pakistan/,https://www.combien-coute.net/cigarette/pakistan/,detail
Palawan,pays_ou_region,,,Marlboro,2026,2.32,2,₱ (PHP),Peso philippin,2.32,1.64,2.78,2,2,2,,2026,https://www.combien-coute.net/cigarette/palawan/,https://www.combien-coute.net/cigarette/palawan/,detail
Panama,pays_ou_region,,,Marlboro,2026-04-23,5.12,6,PAB,Balboa,5.12,4.27,5.55,6,5,7,2026-04-23,2026,https://www.combien-coute.net/cigarette/panama/,https://www.combien-coute.net/cigarette/panama/,detail
Papouasie-Nouvelle-Guinée,pays_ou_region,,,Marlboro,2026-04-30,5.52,28,PGK,kina,5.52,4.26,9.27,28,22,47,2026-04-30,2026,https://www.combien-coute.net/cigarette/papouasie-nouvelle-guinee/,https://www.combien-coute.net/cigarette/papouasie-nouvelle-guinee/,detail
Paraguay,pays_ou_region,,,Marlboro,2026-04-30,1.5,10999,₲ (PYG),Guarani,1.5,1.09,2.19,10999,7992,16058,2026-04-30,2026,https://www.combien-coute.net/cigarette/paraguay/,https://www.combien-coute.net/cigarette/paraguay/,detail
Pays Basque,pays_ou_region,,,Marlboro,2026,11.75,,,,11.75,11,14,,,,,2026,https://www.combien-coute.net/cigarette/pays-basque/,https://www.combien-coute.net/cigarette/pays-basque/,detail
Pays de Galles,pays_ou_region,,,Marlboro,2026-04-28,20.21,18,£ (GBP),livre sterling,20.21,16.17,20.79,18,14,18,2026-04-28,2026,https://www.combien-coute.net/cigarette/pays-de-galles/,https://www.combien-coute.net/cigarette/pays-de-galles/,detail
Pays de la Loire,pays_ou_region,,,Marlboro,2015-07-01,10.97,,,,10.97,6,14,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/pays-de-la-loire/,https://www.combien-coute.net/cigarette/pays-de-la-loire/,detail
Pays-Bas,pays_ou_region,,,Marlboro,2026-04-27,12.5,,,,12.5,11,13,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/pays-bas/,https://www.combien-coute.net/cigarette/pays-bas/,detail
Philippines,pays_ou_region,,,Marlboro,2026-04-25,2.53,180,₱ (PHP),Peso philippin,2.53,1.97,2.88,180,140,204,2026-04-25,2026,https://www.combien-coute.net/cigarette/philippines/,https://www.combien-coute.net/cigarette/philippines/,detail
Picardie,pays_ou_region,,,Marlboro,2015-07-01,12.5,,,,12.5,12,18,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/picardie/,https://www.combien-coute.net/cigarette/picardie/,detail
Poitou,pays_ou_region,,,Marlboro,2015-07-01,11.75,,,,11.75,11.5,13,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/poitou-charentes/,https://www.combien-coute.net/cigarette/poitou-charentes/,detail
Pologne,pays_ou_region,,,Marlboro,2026-04-27,4.9,21,złoty (PLN),Nouveau Sloty,4.9,4.36,5.89,21,19,25,2026-04-27,2026,https://www.combien-coute.net/cigarette/pologne/,https://www.combien-coute.net/cigarette/pologne/,detail
Polynésie française,pays_ou_region,,,Marlboro,2026-04-25,10.43,1247,F CFP (XPF),franc pacifique,10.43,9.13,12.57,1247,1092,1503,2026-04-25,2026,https://www.combien-coute.net/cigarette/polynesie-francaise/,https://www.combien-coute.net/cigarette/polynesie-francaise/,detail
Porto Rico,pays_ou_region,,,Marlboro,2026-05-01,10.14,12,$ (USD),dollar américain,10.14,8.95,11.93,12,10,14,2026-05-01,2026,https://www.combien-coute.net/cigarette/porto-rico/,https://www.combien-coute.net/cigarette/porto-rico/,detail
Portugal,pays_ou_region,,,Marlboro,2026-04-27,5.6,,,,5.6,5,6,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/portugal/,https://www.combien-coute.net/cigarette/portugal/,detail
Pyrénées françaises,pays_ou_region,,,Marlboro,2015-07-01,11,,,,11,10,11.5,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/midi-pyrenees/,https://www.combien-coute.net/cigarette/midi-pyrenees/,detail
Pérou,pays_ou_region,,,Marlboro,2026-04-29,4.87,20,PEN,Nouveau Sol,4.87,3.9,7.31,20,16,30,2026-04-29,2026,https://www.combien-coute.net/cigarette/perou/,https://www.combien-coute.net/cigarette/perou/,detail
Qatar,pays_ou_region,,,Marlboro,2026-04-25,5.38,23,QAR,Riyal qatarien,5.38,4.68,5.85,23,20,25,2026-04-25,2026,https://www.combien-coute.net/cigarette/qatar/,https://www.combien-coute.net/cigarette/qatar/,detail
Québec,pays_ou_region,,,Marlboro,2026-04-23,13,21,$ (CAD),Dollar canadien,13,9.37,13.12,21,15,21,2026-04-23,2026,https://www.combien-coute.net/cigarette/quebec/,https://www.combien-coute.net/cigarette/quebec/,detail
Rajasthan,pays_ou_region,,,Marlboro,2026-04-25,3.24,357,Rs. (INR),Roupie indienne,3.24,2.72,3.63,357,300,400,2026-04-25,2026,https://www.combien-coute.net/cigarette/rajasthan/,https://www.combien-coute.net/cigarette/rajasthan/,detail
Roumanie,pays_ou_region,,,Marlboro,2026-04-29,5.49,28,RON,Leu,5.49,4.91,6.08,28,25,31,2026-04-29,2026,https://www.combien-coute.net/cigarette/roumanie/,https://www.combien-coute.net/cigarette/roumanie/,detail
Royaume-Uni,pays_ou_region,,,Marlboro,2026-04-28,20.21,18,£ (GBP),livre sterling,18.81,4.83,28.74,18,14,18,2026-04-28,2026,https://www.combien-coute.net/cigarette/royaume-uni/,https://www.combien-coute.net/cigarette/royaume-uni/,detail
Russie,pays_ou_region,,,Marlboro,2026-04-29,2.83,249,₽ (RUB),Rouble russe,2.83,2.27,3.4,249,199,299,2026-04-29,2026,https://www.combien-coute.net/cigarette/russie/,https://www.combien-coute.net/cigarette/russie/,detail
Rwanda,pays_ou_region,,,Marlboro,2026-04-30,1.46,2495,RWF,Franc du Rwanda,1.46,1.17,2.93,2495,1999,5007,2026-04-30,2026,https://www.combien-coute.net/cigarette/rwanda/,https://www.combien-coute.net/cigarette/rwanda/,detail
Région parisienne (Île-de-France),pays_ou_region,,,Marlboro,2015-07-01,11,,,,11,6.5,14,,,,2015-07-01,2026,https://www.combien-coute.net/cigarette/ile-de-france/,https://www.combien-coute.net/cigarette/ile-de-france/,detail
République Dominicaine,pays_ou_region,,,Marlboro,2026-04-30,4.76,330,DOP,peso dominicain,4.76,4.33,5.05,330,300,350,2026-04-30,2026,https://www.combien-coute.net/cigarette/republique-dominicaine/,https://www.combien-coute.net/cigarette/republique-dominicaine/,detail
République tchèque,pays_ou_region,,,Marlboro,2026-04-29,6.57,160,CZK,couronne tchèque,6.57,6.16,8.21,160,150,200,2026-04-29,2026,https://www.combien-coute.net/cigarette/republique-tcheque/,https://www.combien-coute.net/cigarette/republique-tcheque/,detail
Réunion,pays_ou_region,,,Marlboro,2026-04-30,13,,,,13,12,15,,,,2026-04-30,2026,https://www.combien-coute.net/cigarette/la-reunion/,https://www.combien-coute.net/cigarette/la-reunion/,detail
Saint-Vincent-et-les-Grenadines,pays_ou_region,,,Marlboro,2026-04-26,3.47,11,$ (XCD),dollar des Caraïbes orientales,3.47,3.16,3.79,11,10,12,2026-04-26,2026,https://www.combien-coute.net/cigarette/saint-vincent-et-les-grenadine/,https://www.combien-coute.net/cigarette/saint-vincent-et-les-grenadine/,detail
Sainte-Lucie,pays_ou_region,,,Marlboro,2026-04-28,6.31,20,$ (XCD),dollar des Caraïbes orientales,6.31,5.05,7.89,20,16,25,2026-04-28,2026,https://www.combien-coute.net/cigarette/sainte-lucie/,https://www.combien-coute.net/cigarette/sainte-lucie/,detail
Salvador,pays_ou_region,,,Marlboro,2026-04-30,3.43,4,$ (USD),Dollar américain,3.43,3.43,3.85,4,4,5,2026-04-30,2026,https://www.combien-coute.net/cigarette/salvador/,https://www.combien-coute.net/cigarette/salvador/,detail
Sardaigne,pays_ou_region,,,Marlboro,2026-04-28,6.5,,,,6.5,5.5,7,,,,2026-04-28,2026,https://www.combien-coute.net/cigarette/sardaigne/,https://www.combien-coute.net/cigarette/sardaigne/,detail
Serbie,pays_ou_region,,,Marlboro,2026-04-28,3.83,450,RSD,Nouveau Dinar,3.83,3.58,4.26,450,420,500,2026-04-28,2026,https://www.combien-coute.net/cigarette/serbie/,https://www.combien-coute.net/cigarette/serbie/,detail
Seychelles,pays_ou_region,,,Marlboro,2026-05-01,22.96,367,SCR,Roupie des Seychelles,22.96,12.41,25.57,367,198,409,2026-05-01,2026,https://www.combien-coute.net/cigarette/seychelles/,https://www.combien-coute.net/cigarette/seychelles/,detail
Sicile,pays_ou_region,,,Marlboro,2026-04-23,6,,,,6,5.5,6.5,,,,2026-04-23,2026,https://www.combien-coute.net/cigarette/sicile/,https://www.combien-coute.net/cigarette/sicile/,detail
Sierra Leone,pays_ou_region,,,Marlboro,2026-04-30,2.57,62894,SLL,Leone,2.57,,,62894,,,2026-04-30,2026,https://www.combien-coute.net/cigarette/sierra-leone/,https://www.combien-coute.net/cigarette/sierra-leone/,detail
Singapour,pays_ou_region,,,Marlboro,2026-04-23,11.8,18,$ (SGD),Dollar de Singapour,11.8,10.71,13.39,18,16,20,2026-04-23,2026,https://www.combien-coute.net/cigarette/singapour/,https://www.combien-coute.net/cigarette/singapour/,detail
Slovaquie,pays_ou_region,,,Marlboro,2026-04-29,5.4,,,,5.4,5,6,,,,2026-04-29,2026,https://www.combien-coute.net/cigarette/slovaquie/,https://www.combien-coute.net/cigarette/slovaquie/,detail
Slovénie,pays_ou_region,,,Marlboro,2026-04-29,5.4,,,,5.4,5,5.6,,,,2026-04-29,2026,https://www.combien-coute.net/cigarette/slovenie/,https://www.combien-coute.net/cigarette/slovenie/,detail
Sri Lanka,pays_ou_region,,,Marlboro,2026-04-24,8.63,3222,LKR,Roupie cingalaise,8.63,8.09,9.71,3222,3020,3625,2026-04-24,2026,https://www.combien-coute.net/cigarette/sri-lanka/,https://www.combien-coute.net/cigarette/sri-lanka/,detail
Suisse,pays_ou_region,,,Marlboro,2026-04-29,9.74,9,CHF,Franc suisse,9.74,9.74,10.82,9,9,10,2026-04-29,2026,https://www.combien-coute.net/cigarette/suisse/,https://www.combien-coute.net/cigarette/suisse/,detail
Sulawesi (Célèbes),pays_ou_region,,,Marlboro,2026-04-25,2.27,45782,IDR,Monnaie,2.27,,,45782,,,2026-04-25,2026,https://www.combien-coute.net/cigarette/sulawesi-celebes/,https://www.combien-coute.net/cigarette/sulawesi-celebes/,detail
Sumatra,pays_ou_region,,,Marlboro,2026-04-28,2.63,53094,IDR,Monnaie,2.63,1.98,4.31,53094,39972,87010,2026-04-28,2026,https://www.combien-coute.net/cigarette/sumatra/,https://www.combien-coute.net/cigarette/sumatra/,detail
Surinam,pays_ou_region,,,Marlboro,2026-05-01,5.15,225,$ (SRD),dollar de Surinam,5.15,3.2,8.52,225,140,372,2026-05-01,2026,https://www.combien-coute.net/cigarette/surinam/,https://www.combien-coute.net/cigarette/surinam/,detail
Suède,pays_ou_region,,,Marlboro,2026-04-30,7.17,78,SEK,Couronne suédoise,7.17,6.43,7.9,78,70,86,2026-04-30,2026,https://www.combien-coute.net/cigarette/suede/,https://www.combien-coute.net/cigarette/suede/,detail
Swaziland (Eswatini),pays_ou_region,,,Marlboro,2026-04-28,2.58,50,SZL,Lilangeni,2.58,2.48,4.96,50,48,97,2026-04-28,2026,https://www.combien-coute.net/cigarette/swaziland/,https://www.combien-coute.net/cigarette/swaziland/,detail
Sénégal,pays_ou_region,,,Marlboro,2026-04-30,1.52,995,F CFA (XOF),Franc CFA-BCEAO,1.52,1.52,2.29,995,995,1499,2026-04-30,2026,https://www.combien-coute.net/cigarette/senegal/,https://www.combien-coute.net/cigarette/senegal/,detail
